ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),delivery_time_mins,weather_clean,is_late,distance_km,traffic_factor,weather_factor,speed_kmmin,seg_idx,tempo_estimado,dist_norm,adverso_norm
0x10aa,BANGRES010DEL03,27,5.0,12.933298,77.614293,13.023298,77.704293,02/03/22,22:10:00,22:25:00,conditions Cloudy,Low,1,Drinks,motorcycle,1,No,Metropolitian,(min) 24,24,Cloudy,0,13.97,1.0,1.1,0.5820833333333334,3,38.92786968537755,0.6666666666666667,0.04545454545454549
0x972a,BANGRES17DEL01,21,4.3,12.972532,77.608179,13.012532,77.648179,07/03/22,13:15:00,13:25:00,conditions Fog,High,1,Snack,scooter,1,No,Metropolitian,(min) 34,34,Fog,1,6.21,1.6,1.4,0.1826470588235294,0,35.23799300263394,0.25013419216317767,0.5636363636363635
0xb100,BANGRES010DEL03,23,2.5,12.933298,77.614293,13.023298,77.704293,16/03/22,23:25:00,23:35:00,conditions Sunny,Low,2,Buffet,scooter,1,No,Urban,(min) 36,36,Sunny,1,13.97,1.0,1.0,0.3880555555555556,1,35.388972441252314,0.6666666666666667,0.0
0x3216,BANGRES16DEL02,34,4.1,13.029198,77.570997,13.109198,77.650997,29/03/22,21:40:00,21:45:00,conditions Stormy,Jam,0,Snack,motorcycle,1,No,Metropolitian,(min) 37,37,Stormy,1,12.42,2.0,1.6,0.3356756756756757,3,100.67998000752556,0.583467525496511,1.0
0x39df,BANGRES09DEL02,36,4.6,12.934179,77.615797,12.984179,77.665797,24/03/22,21:30:00,21:45:00,conditions Cloudy,Jam,1,Buffet,scooter,0,No,Metropolitian,(min) 25,25,Cloudy,0,7.76,2.0,1.1,0.3104,0,43.246996243168184,0.33333333333333337,0.5454545454545455
0x7f65,BANGRES15DEL02,23,4.6,12.975377,77.696664,13.105377,77.826664,06/04/22,20:15:00,20:25:00,conditions Stormy,Jam,1,Buffet,motorcycle,1,No,Metropolitian,(min) 19,19,Stormy,0,20.18,2.0,1.6,1.0621052631578947,3,163.5847018157702,1.0,1.0
0xa73c,BANGRES15DEL01,39,4.6,12.975377,77.696664,12.985377,77.706664,21/03/22,10:00:00,10:10:00,conditions Cloudy,Low,1,Meal,scooter,1,No,Metropolitian,(min) 15,15,Cloudy,0,1.55,1.0,1.1,0.10333333333333333,0,4.3191265577906375,0.0,0.04545454545454549
0x8af9,BANGRES05DEL02,37,4.4,12.970324,77.645748,12.990324,77.665748,21/03/22,10:35:00,10:45:00,conditions Sandstorms,Low,0,Drinks,motorcycle,0,No,Metropolitian,(min) 25,25,Sandstorms,0,3.11,1.0,1.5,0.1244,3,11.817434247562066,0.08373590982286634,0.22727272727272727
0x4774,BANGRES04DEL02,32,4.9,12.98041,77.640489,13.03041,77.690489,03/03/22,21:20:00,21:30:00,conditions Sunny,Jam,0,Meal,motorcycle,1,No,Metropolitian,(min) 24,24,Sunny,0,7.76,2.0,1.0,0.3233333333333333,3,39.315451130152894,0.33333333333333337,0.45454545454545453
0x8ca2,BANGRES03DEL02,27,4.8,12.979166,77.640709,13.029166,77.690709,19/03/22,21:35:00,21:40:00,conditions Cloudy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,(min) 22,22,Cloudy,0,7.76,2.0,1.1,0.3527272727272727,3,43.246996243168184,0.33333333333333337,0.5454545454545455
0x8c86,BANGRES01DEL02,21,4.8,12.933284,77.615428,12.983284,77.665428,30/03/22,20:50:00,21:05:00,conditions Sunny,Jam,1,Meal,scooter,1,,Metropolitian,(min) 11,11,Sunny,0,7.76,2.0,1.0,0.7054545454545454,0,39.315451130152894,0.33333333333333337,0.45454545454545453
0x7686,BANGRES010DEL03,34,4.5,12.933298,77.614293,12.993298,77.674293,09/03/22,17:20:00,17:35:00,conditions Cloudy,Medium,0,Meal,motorcycle,1,No,Metropolitian,(min) 26,26,Cloudy,0,9.32,1.3,1.1,0.3584615384615385,3,33.761637015607334,0.4170692431561997,0.19545454545454552
0x9f0b,BANGRES04DEL01,28,4.6,12.98041,77.640489,13.09041,77.750489,12/03/22,18:50:00,18:55:00,conditions Windy,Medium,2,Drinks,motorcycle,1,No,Urban,(min) 18,18,Windy,0,17.08,1.3,1.2,0.9488888888888888,4,67.49692862581814,0.8336017176596886,0.2545454545454546
0x2e0a,BANGRES16DEL01,29,4.9,13.029198,77.570997,13.039198,77.580997,26/03/22,8:15:00,8:30:00,conditions Sunny,Low,0,Buffet,motorcycle,1,No,Urban,(min) 12,12,Sunny,0,1.55,1.0,1.0,0.12916666666666668,4,3.926478688900579,0.0,0.0
0x21d7,BANGRES05DEL01,36,3.5,12.970324,77.645748,13.040324,77.715748,12/03/22,21:50:00,21:55:00,conditions Windy,Jam,1,Buffet,motorcycle,1,No,Metropolitian,(min) 32,32,Windy,1,10.87,2.0,1.2,0.3396875,3,66.08643615228277,0.5002683843263553,0.6363636363636362
0x35c2,BANGRES07DEL02,30,4.6,12.978453,77.643685,13.028453,77.693685,24/03/22,23:40:00,23:45:00,conditions Sandstorms,Low,1,Drinks,scooter,1,No,Metropolitian,(min) 26,26,Sandstorms,0,7.76,1.0,1.5,0.29846153846153844,0,29.48658834761467,0.33333333333333337,0.22727272727272727
0x704c,BANGRES18DEL02,29,4.9,12.913041,77.683237,13.043041,77.813237,06/03/22,22:55:00,23:00:00,conditions Windy,Low,2,Drinks,electric_scooter,0,No,Urban,(min) 10,10,Windy,0,20.18,1.0,1.2,2.018,7,61.34426318091381,1.0,0.09090909090909088
0x6490,BANGRES010DEL01,25,4.6,12.933298,77.614293,12.973298,77.654293,05/03/22,15:40:00,15:45:00,conditions Sunny,Medium,2,Snack,scooter,0,No,Metropolitian,(min) 11,11,Sunny,0,6.21,1.3,1.0,0.5645454545454546,0,20.450620939028628,0.25013419216317767,0.13636363636363638
0x9e28,BANGRES11DEL01,20,4.7,12.934365,77.616155,12.974365,77.656155,21/03/22,16:30:00,16:45:00,conditions Stormy,Medium,2,Meal,electric_scooter,1,No,Urban,(min) 26,26,Stormy,0,6.21,1.3,1.6,0.23884615384615385,7,32.72099350244581,0.25013419216317767,0.4909090909090909
0x3e04,BANGRES02DEL01,27,4.8,12.970221,77.645396,13.080221,77.755396,02/04/22,17:10:00,17:15:00,conditions Fog,Medium,0,Snack,motorcycle,1,No,Metropolitian,(min) 40,40,Fog,1,17.08,1.3,1.4,0.42699999999999994,3,78.74641673012117,0.8336017176596886,0.37272727272727263
0x8a1e,BANGRES06DEL01,31,4.9,12.979096,77.640625,13.049096,77.710625,08/03/22,19:20:00,19:25:00,conditions Cloudy,Jam,2,Drinks,scooter,0,No,Metropolitian,(min) 49,49,Cloudy,1,10.87,2.0,1.1,0.22183673469387755,0,60.579233139592546,0.5002683843263553,0.5454545454545455
0xa126,BANGRES010DEL01,28,4.6,12.933298,77.614293,12.973298,77.654293,05/04/22,14:40:00,14:45:00,conditions Sandstorms,High,2,Snack,scooter,1,No,Metropolitian,(min) 20,20,Sandstorms,0,6.21,1.6,1.5,0.3105,0,37.754992502822084,0.25013419216317767,0.6363636363636365
0x8c1f,BANGRES07DEL01,27,4.8,12.978453,77.643685,13.088453,77.753685,31/03/22,21:40:00,21:45:00,conditions Sunny,Jam,1,Meal,scooter,1,No,Urban,(min) 20,20,Sunny,0,17.08,2.0,1.0,0.8539999999999999,1,86.53452387925404,0.8336017176596886,0.45454545454545453
0x1542,BANGRES18DEL03,25,4.8,12.913041,77.683237,12.943041,77.713237,11/03/22,18:30:00,18:40:00,conditions Sandstorms,Medium,2,Buffet,electric_scooter,1,No,Metropolitian,(min) 26,26,Sandstorms,0,4.66,1.3,1.5,0.17923076923076925,6,23.019297965186816,0.16693505099302203,0.4318181818181819
0x3995,BANGRES19DEL01,32,4.9,12.914264,77.6784,13.024264,77.7884,16/03/22,18:55:00,19:10:00,conditions Windy,Medium,1,Meal,motorcycle,0,No,Metropolitian,(min) 29,29,Windy,0,17.08,1.3,1.2,0.5889655172413792,3,67.49692862581814,0.8336017176596886,0.2545454545454546
0x1517,BANGRES17DEL03,23,4.7,12.972532,77.608179,13.032532,77.668179,01/03/22,22:25:00,22:30:00,conditions Cloudy,Low,1,Drinks,motorcycle,0,No,Urban,(min) 12,12,Cloudy,0,9.32,1.0,1.1,0.7766666666666667,4,25.97049001200564,0.4170692431561997,0.04545454545454549
0x3c38,BANGRES07DEL01,34,4.9,12.978453,77.643685,13.018453,77.683685,17/03/22,14:35:00,14:45:00,conditions Stormy,High,2,Snack,electric_scooter,1,No,Metropolitian,(min) 30,30,Stormy,0,6.21,1.6,1.6,0.207,6,40.271992003010226,0.25013419216317767,0.7090909090909092
0xa297,BANGRES03DEL03,36,4.1,12.979166,77.640709,13.069166,77.730709,18/03/22,23:40:00,23:50:00,conditions Fog,Low,2,Drinks,scooter,1,No,Metropolitian,(min) 35,35,Fog,1,13.97,1.0,1.4,0.3991428571428572,0,49.544561417753236,0.6666666666666667,0.18181818181818177
0x3c78,BANGRES20DEL02,36,4.8,12.972161,77.596014,13.022161,77.646014,30/03/22,17:25:00,17:40:00,conditions Stormy,Medium,0,Meal,motorcycle,0,No,Metropolitian,(min) 34,34,Stormy,1,7.76,1.3,1.6,0.22823529411764706,3,40.888069175359014,0.33333333333333337,0.4909090909090909
0x1f40,BANGRES06DEL02,35,4.4,12.979096,77.640625,13.109096,77.770625,14/03/22,17:10:00,17:25:00,conditions Fog,Medium,2,Meal,motorcycle,1,No,Metropolitian,(min) 43,43,Fog,1,20.18,1.3,1.4,0.46930232558139534,3,93.03879915771928,1.0,0.37272727272727263
0x765f,BANGRES010DEL03,25,4.9,12.933298,77.614293,12.993298,77.674293,01/03/22,21:55:00,22:10:00,conditions Stormy,Jam,2,Buffet,scooter,1,No,Urban,(min) 26,26,Stormy,0,9.32,2.0,1.6,0.3584615384615385,1,75.55051639856185,0.4170692431561997,1.0
0x68b8,BANGRES02DEL02,37,4.8,12.970221,77.645396,13.100221,77.775396,06/04/22,18:00:00,18:15:00,conditions Sunny,Medium,2,Buffet,motorcycle,1,No,Urban,(min) 18,18,Sunny,0,20.18,1.3,1.0,1.1211111111111112,4,66.45628511265663,1.0,0.13636363636363638
0x85d0,BANGRES19DEL03,25,4.6,12.914264,77.6784,12.944264,77.7084,24/03/22,23:10:00,23:20:00,conditions Cloudy,Low,1,Snack,scooter,0,No,Urban,(min) 19,19,Cloudy,0,4.66,1.0,1.1,0.24526315789473685,1,12.98524500600282,0.16693505099302203,0.04545454545454549
0x3bcb,BANGRES11DEL02,21,4.9,12.934365,77.616155,12.984365,77.666155,19/03/22,19:45:00,19:50:00,conditions Cloudy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,(min) 26,26,Cloudy,0,7.76,2.0,1.1,0.29846153846153844,3,43.246996243168184,0.33333333333333337,0.5454545454545455
0x9508,BANGRES09DEL03,31,4.9,12.934179,77.615797,13.024179,77.705797,04/03/22,17:25:00,17:35:00,conditions Cloudy,Medium,0,Drinks,motorcycle,2,No,Urban,(min) 42,42,Cloudy,1,13.97,1.3,1.1,0.33261904761904765,4,50.60623059099082,0.6666666666666667,0.19545454545454552
0x60cc,BANGRES06DEL03,33,4.1,12.979096,77.640625,13.039096,77.700625,05/04/22,17:25:00,17:35:00,conditions Windy,Medium,2,Meal,motorcycle,1,No,Metropolitian,(min) 33,33,Windy,1,9.31,1.3,1.2,0.28212121212121216,3,36.791358636204166,0.41653247450348907,0.2545454545454546
0xa0db,BANGRES17DEL02,36,3.6,12.972532,77.608179,13.102532,77.738179,27/03/22,17:25:00,17:30:00,conditions Windy,Medium,1,Buffet,motorcycle,1,No,Metropolitian,(min) 34,34,Windy,1,20.18,1.3,1.2,0.5935294117647059,3,79.74754213518796,1.0,0.2545454545454546
0x759c,BANGRES16DEL03,20,4.9,13.029198,77.570997,13.059198,77.600997,19/03/22,18:55:00,19:10:00,conditions Stormy,Medium,0,Buffet,motorcycle,0,No,Metropolitian,(min) 14,14,Stormy,0,4.66,1.3,1.6,0.33285714285714285,3,24.553917829532605,0.16693505099302203,0.4909090909090909
0x8da7,BANGRES02DEL02,36,4.7,12.970221,77.645396,13.050221,77.725396,04/03/22,23:55:00,0:00:00,conditions Sandstorms,Low,0,Drinks,motorcycle,1,No,Metropolitian,(min) 22,22,Sandstorms,0,12.42,1.0,1.5,0.5645454545454546,3,47.19374062852761,0.583467525496511,0.22727272727272727
0x4a8c,BANGRES09DEL02,27,4.7,12.934179,77.615797,12.984179,77.665797,19/03/22,21:25:00,21:35:00,conditions Fog,Jam,0,Drinks,motorcycle,1,No,Metropolitian,(min) 29,29,Fog,0,7.76,2.0,1.4,0.2675862068965517,3,55.04163158221405,0.33333333333333337,0.818181818181818
0xa138,BANGRES02DEL03,22,4.7,12.970221,77.645396,13.030221,77.705396,26/03/22,17:55:00,18:10:00,conditions Sandstorms,Medium,1,Drinks,scooter,1,No,Metropolitian,(min) 26,26,Sandstorms,0,9.32,1.3,1.5,0.3584615384615385,0,46.03859593037363,0.4170692431561997,0.4318181818181819
0xaa69,BANGRES03DEL03,31,4.7,12.979166,77.640709,13.039166,77.700709,05/03/22,17:50:00,18:00:00,conditions Sunny,Medium,2,Snack,scooter,0,No,Metropolitian,(min) 15,15,Sunny,0,9.31,1.3,1.0,0.6206666666666667,0,30.659465530170138,0.41653247450348907,0.13636363636363638
0x2046,BANGRES010DEL02,23,4.8,12.933298,77.614293,12.953298,77.634293,03/04/22,8:20:00,8:25:00,conditions Cloudy,Low,2,Snack,scooter,1,No,Urban,(min) 18,18,Cloudy,0,3.11,1.0,1.1,0.17277777777777778,1,8.666118448212181,0.08373590982286634,0.04545454545454549
0x7418,BANGRES13DEL01,20,4.6,12.935662,77.61413,12.975662,77.65413,03/03/22,12:45:00,13:00:00,conditions Sandstorms,High,0,Drinks,motorcycle,0,No,Urban,(min) 22,22,Sandstorms,0,6.21,1.6,1.5,0.2822727272727273,4,37.754992502822084,0.25013419216317767,0.6363636363636365
0x4bc9,BANGRES13DEL01,23,4.7,12.935662,77.61413,13.005662,77.68413,14/03/22,23:40:00,23:50:00,conditions Sandstorms,Low,0,Drinks,motorcycle,1,No,Urban,(min) 19,19,Sandstorms,0,10.87,1.0,1.5,0.5721052631578947,4,41.30402259517673,0.5002683843263553,0.22727272727272727
0xabba,BANGRES17DEL01,31,4.8,12.972532,77.608179,12.982532,77.618179,01/04/22,11:35:00,11:45:00,conditions Sunny,High,0,Meal,motorcycle,1,No,Metropolitian,(min) 22,22,Sunny,0,1.55,1.6,1.0,0.07045454545454545,3,6.282365902240927,0.0,0.27272727272727276
0xf8d,BANGRES02DEL02,27,4.8,12.970221,77.645396,13.100221,77.775396,12/03/22,17:50:00,18:00:00,conditions Cloudy,Medium,2,Snack,scooter,0,No,Metropolitian,(min) 32,32,Cloudy,1,20.18,1.3,1.1,0.630625,0,73.1019136239223,1.0,0.19545454545454552
0x2bdb,BANGRES17DEL01,38,4.9,12.972532,77.608179,13.012532,77.648179,28/03/22,12:50:00,13:00:00,conditions Stormy,High,0,Meal,motorcycle,2,No,Metropolitian,(min) 47,47,Stormy,1,6.21,1.6,1.6,0.1321276595744681,3,40.271992003010226,0.25013419216317767,0.7090909090909092
0x7471,BANGRES010DEL03,29,4.9,12.933298,77.614293,12.993298,77.674293,28/03/22,21:55:00,22:00:00,conditions Stormy,Jam,0,Drinks,motorcycle,0,No,Metropolitian,(min) 19,19,Stormy,0,9.32,2.0,1.6,0.4905263157894737,3,75.55051639856185,0.4170692431561997,1.0
0x551b,BANGRES04DEL02,21,4.8,12.98041,77.640489,13.06041,77.720489,16/03/22,22:00:00,22:10:00,conditions Stormy,Jam,0,Buffet,motorcycle,0,No,Metropolitian,(min) 29,29,Stormy,0,12.42,2.0,1.6,0.4282758620689655,3,100.67998000752556,0.583467525496511,1.0
0x6a95,BANGRES11DEL02,35,4.4,12.934365,77.616155,12.954365,77.636155,09/03/22,8:15:00,8:20:00,conditions Windy,Low,0,Buffet,motorcycle,1,No,Urban,(min) 25,25,Windy,0,3.11,1.0,1.2,0.1244,4,9.453947398049651,0.08373590982286634,0.09090909090909088
0x3b79,BANGRES01DEL01,35,4.7,12.933284,77.615428,13.043284,77.725428,16/03/22,17:10:00,17:20:00,conditions Stormy,Medium,2,Meal,scooter,0,No,Metropolitian,(min) 27,27,Stormy,0,17.08,1.3,1.6,0.6325925925925925,0,89.99590483442421,0.8336017176596886,0.4909090909090909
0x776d,BANGRES18DEL02,32,5.0,12.913041,77.683237,12.933041,77.703237,30/03/22,9:10:00,9:25:00,conditions Sunny,Low,2,Meal,motorcycle,1,No,Metropolitian,(min) 14,14,Sunny,0,3.11,1.0,1.0,0.22214285714285714,3,7.87828949837471,0.08373590982286634,0.0
0x3ae3,BANGRES17DEL03,30,4.1,12.972532,77.608179,13.062532,77.698179,04/04/22,18:00:00,18:10:00,conditions Fog,Medium,2,Buffet,motorcycle,1,No,Metropolitian,(min) 31,31,Fog,1,13.97,1.3,1.4,0.4506451612903226,3,64.40792984307922,0.6666666666666667,0.37272727272727263
0x385e,BANGRES20DEL03,31,4.9,12.972161,77.596014,13.062161,77.686014,06/04/22,20:00:00,20:05:00,conditions Stormy,Jam,2,Meal,scooter,1,No,Metropolitian,(min) 30,30,Stormy,0,13.97,2.0,1.6,0.4656666666666667,0,113.24471181200741,0.6666666666666667,1.0
0x6770,BANGRES19DEL02,36,4.6,12.914264,77.6784,12.934264,77.6984,24/03/22,8:50:00,9:05:00,conditions Fog,Low,2,Drinks,scooter,0,No,Metropolitian,(min) 15,15,Fog,0,3.11,1.0,1.4,0.20733333333333331,0,11.029605297724594,0.08373590982286634,0.18181818181818177
0x9836,BANGRES11DEL03,38,5.0,12.934365,77.616155,12.994365,77.676155,24/03/22,21:10:00,21:20:00,conditions Sandstorms,Jam,2,Buffet,motorcycle,1,No,Urban,(min) 26,26,Sandstorms,0,9.32,2.0,1.5,0.3584615384615385,4,70.82860912365174,0.4170692431561997,0.9090909090909091
0x66f3,BANGRES20DEL02,37,4.9,12.972161,77.596014,13.052161,77.676014,31/03/22,23:50:00,0:00:00,conditions Sandstorms,Low,2,Snack,electric_scooter,1,No,Urban,(min) 15,15,Sandstorms,0,12.42,1.0,1.5,0.828,7,47.19374062852761,0.583467525496511,0.22727272727272727
0x20ac,BANGRES19DEL03,39,4.2,12.914264,77.6784,12.974264,77.7384,09/03/22,17:30:00,17:35:00,conditions Windy,Medium,2,Snack,scooter,2,No,Urban,(min) 34,34,Windy,1,9.32,1.3,1.2,0.2741176470588235,1,36.830876744298905,0.4170692431561997,0.2545454545454546
0x77bd,BANGRES13DEL02,38,4.7,12.935662,77.61413,13.065662,77.74413,08/03/22,18:45:00,19:00:00,conditions Windy,Medium,2,Meal,electric_scooter,0,No,Urban,(min) 22,22,Windy,0,20.18,1.3,1.2,0.9172727272727272,7,79.74754213518796,1.0,0.2545454545454546
0xb2ef,BANGRES18DEL01,21,4.4,12.913041,77.683237,13.023041,77.793237,04/04/22,20:35:00,20:50:00,conditions Fog,Jam,2,Snack,scooter,2,No,Metropolitian,(min) 36,36,Fog,1,17.08,2.0,1.4,0.4744444444444444,0,121.14833343095565,0.8336017176596886,0.818181818181818
0x9108,BANGRES15DEL01,37,4.9,12.975377,77.696664,13.085377,77.806664,06/04/22,23:40:00,23:50:00,conditions Fog,Low,1,Drinks,motorcycle,1,No,Urban,(min) 29,29,Fog,0,17.08,1.0,1.4,0.5889655172413792,4,60.57416671547782,0.8336017176596886,0.18181818181818177
0x3155,BANGRES15DEL01,37,5.0,12.975377,77.696664,12.985377,77.706664,01/03/22,9:40:00,9:55:00,conditions Fog,Low,0,Drinks,motorcycle,1,No,Metropolitian,(min) 26,26,Fog,0,1.55,1.0,1.4,0.05961538461538462,3,5.49707016446081,0.0,0.18181818181818177
0x9931,BANGRES06DEL02,24,4.5,12.979096,77.640625,12.999096,77.660625,30/03/22,10:15:00,10:25:00,conditions Fog,Low,0,Snack,motorcycle,1,No,Metropolitian,(min) 19,19,Fog,0,3.11,1.0,1.4,0.1636842105263158,3,11.029605297724594,0.08373590982286634,0.18181818181818177
0x8c8e,BANGRES05DEL03,26,4.9,12.970324,77.645748,13.030324,77.705748,05/04/22,23:55:00,0:00:00,conditions Cloudy,Low,1,Buffet,motorcycle,0,No,Metropolitian,(min) 13,13,Cloudy,0,9.32,1.0,1.1,0.716923076923077,3,25.97049001200564,0.4170692431561997,0.04545454545454549
0xa93e,BANGRES05DEL02,21,4.5,12.970324,77.645748,13.050324,77.725748,08/03/22,22:50:00,23:05:00,conditions Fog,Low,1,Buffet,scooter,1,No,Metropolitian,(min) 21,21,Fog,0,12.42,1.0,1.4,0.5914285714285714,0,44.04749125329243,0.583467525496511,0.18181818181818177
0xaeef,BANGRES010DEL03,22,4.7,12.933298,77.614293,12.963298,77.644293,13/03/22,18:10:00,18:25:00,conditions Cloudy,Medium,2,Meal,scooter,0,No,Metropolitian,(min) 15,15,Cloudy,0,4.66,1.3,1.1,0.3106666666666667,0,16.880818507803667,0.16693505099302203,0.19545454545454552
0x105b,BANGRES05DEL03,28,4.6,12.970324,77.645748,13.030324,77.705748,28/03/22,22:35:00,22:45:00,conditions Stormy,Low,1,Drinks,scooter,1,No,Metropolitian,(min) 18,18,Stormy,0,9.32,1.0,1.6,0.5177777777777778,0,37.77525819928093,0.4170692431561997,0.27272727272727276
0x9049,BANGRES010DEL01,24,4.6,12.933298,77.614293,13.043298,77.724293,02/04/22,19:25:00,19:40:00,conditions Windy,Jam,1,Drinks,motorcycle,1,No,Metropolitian,(min) 26,26,Windy,0,17.08,2.0,1.2,0.6569230769230768,3,103.84142865510485,0.8336017176596886,0.6363636363636362
0x1301,BANGRES17DEL02,28,4.6,12.972532,77.608179,13.052532,77.688179,14/03/22,18:20:00,18:35:00,conditions Sandstorms,Medium,1,Snack,scooter,0,No,Metropolitian,(min) 16,16,Sandstorms,0,12.42,1.3,1.5,0.77625,0,61.35186281708589,0.583467525496511,0.4318181818181819
0x76bf,BANGRES08DEL01,26,4.7,12.906229,77.596791,12.916229,77.606791,21/03/22,11:55:00,12:05:00,conditions Sandstorms,High,2,Drinks,electric_scooter,0,No,Metropolitian,(min) 28,28,Sandstorms,0,1.55,1.6,1.5,0.05535714285714286,6,9.42354885336139,0.0,0.6363636363636365
0x9ea2,BANGRES06DEL03,35,3.7,12.979096,77.640625,13.069096,77.730625,06/04/22,22:15:00,22:25:00,conditions Fog,Low,2,Meal,scooter,1,No,Metropolitian,(min) 31,31,Fog,1,13.97,1.0,1.4,0.4506451612903226,0,49.544561417753236,0.6666666666666667,0.18181818181818177
0x2248,BANGRES09DEL02,23,4.6,12.934179,77.615797,12.954179,77.635797,28/03/22,8:45:00,9:00:00,conditions Fog,Low,2,Drinks,scooter,1,No,Metropolitian,(min) 15,15,Fog,0,3.11,1.0,1.4,0.20733333333333331,0,11.029605297724594,0.08373590982286634,0.18181818181818177
0xbe57,BANGRES09DEL01,34,3.5,12.934179,77.615797,13.004179,77.685797,20/03/22,20:50:00,21:00:00,conditions Stormy,Jam,1,Buffet,motorcycle,2,No,Metropolitian,(min) 39,39,Stormy,1,10.87,2.0,1.6,0.2787179487179487,3,88.1152482030437,0.5002683843263553,1.0
0x3449,BANGRES18DEL01,35,3.5,12.913041,77.683237,13.023041,77.793237,14/03/22,23:50:00,0:05:00,conditions Fog,Low,1,Snack,motorcycle,0,No,Metropolitian,(min) 36,36,Fog,1,17.08,1.0,1.4,0.4744444444444444,3,60.57416671547782,0.8336017176596886,0.18181818181818177
0x3d72,BANGRES07DEL02,20,4.9,12.978453,77.643685,13.028453,77.693685,17/03/22,22:55:00,23:00:00,conditions Windy,Low,2,Drinks,scooter,0,No,Metropolitian,(min) 10,10,Windy,0,7.76,1.0,1.2,0.776,0,23.589270678091736,0.33333333333333337,0.09090909090909088
0x161d,BANGRES18DEL01,36,4.3,12.913041,77.683237,12.953041,77.723237,01/04/22,12:10:00,12:15:00,conditions Fog,High,1,Drinks,motorcycle,1,No,Metropolitian,(min) 33,33,Fog,1,6.21,1.6,1.4,0.18818181818181817,3,35.23799300263394,0.25013419216317767,0.5636363636363635
0x7b6a,BANGRES02DEL01,36,4.9,12.970221,77.645396,13.040221,77.715396,14/03/22,20:20:00,20:30:00,conditions Fog,Jam,0,Drinks,motorcycle,2,Yes,Metropolitian,(min) 54,54,Fog,1,10.87,2.0,1.4,0.20129629629629628,3,77.10084217766324,0.5002683843263553,0.818181818181818
0x1b21,BANGRES06DEL01,31,4.8,12.979096,77.640625,13.049096,77.710625,18/03/22,18:20:00,18:35:00,conditions Fog,Medium,2,Snack,motorcycle,1,No,Urban,(min) 42,42,Fog,1,10.87,1.3,1.4,0.25880952380952377,4,50.1155474154811,0.5002683843263553,0.37272727272727263
0x3678,BANGRES19DEL02,23,4.6,12.914264,77.6784,12.994264,77.7584,06/03/22,18:45:00,19:00:00,conditions Cloudy,Medium,1,Snack,scooter,1,No,Metropolitian,(min) 32,32,Cloudy,1,12.42,1.3,1.1,0.388125,0,44.991366065862984,0.583467525496511,0.19545454545454552
0xbc6d,BANGRES01DEL01,32,4.7,12.933284,77.615428,13.043284,77.725428,23/03/22,23:30:00,23:40:00,conditions Stormy,Low,0,Buffet,motorcycle,1,No,Metropolitian,(min) 27,27,Stormy,0,17.08,1.0,1.6,0.6325925925925925,3,69.22761910340323,0.8336017176596886,0.27272727272727276
0x3fc6,BANGRES15DEL02,37,4.8,12.975377,77.696664,13.055377,77.776664,12/03/22,22:15:00,22:30:00,conditions Stormy,Low,0,Buffet,motorcycle,1,No,Metropolitian,(min) 26,26,Stormy,0,12.42,1.0,1.6,0.4776923076923077,3,50.33999000376278,0.583467525496511,0.27272727272727276
0x80a3,BANGRES04DEL02,20,4.8,12.98041,77.640489,13.03041,77.690489,13/03/22,18:55:00,19:00:00,conditions Cloudy,Medium,1,Meal,motorcycle,1,No,Metropolitian,(min) 13,13,Cloudy,0,7.76,1.3,1.1,0.5969230769230769,3,28.11054755805932,0.33333333333333337,0.19545454545454552
0x77a4,BANGRES09DEL02,30,4.5,12.934179,77.615797,13.064179,77.745797,16/03/22,20:55:00,21:10:00,conditions Stormy,Jam,2,Snack,motorcycle,1,No,Metropolitian,(min) 27,27,Stormy,0,20.18,2.0,1.6,0.7474074074074074,3,163.5847018157702,1.0,1.0
0x6ac4,BANGRES20DEL01,32,4.7,12.972161,77.596014,13.042161,77.666014,04/03/22,21:55:00,22:10:00,conditions Sunny,Jam,1,Drinks,motorcycle,1,No,Metropolitian,(min) 29,29,Sunny,0,10.87,2.0,1.0,0.37482758620689655,3,55.07203012690231,0.5002683843263553,0.45454545454545453
0x5129,BANGRES15DEL02,20,4.6,12.975377,77.696664,13.025377,77.746664,26/03/22,17:35:00,17:45:00,conditions Windy,Medium,1,Meal,scooter,1,No,Metropolitian,(min) 26,26,Windy,0,7.76,1.3,1.2,0.29846153846153844,0,30.666051881519255,0.33333333333333337,0.2545454545454546
0x576e,BANGRES08DEL02,29,4.8,12.906229,77.596791,13.036229,77.726791,31/03/22,20:20:00,20:25:00,conditions Windy,Jam,1,Snack,scooter,1,No,Metropolitian,(min) 17,17,Windy,0,20.18,2.0,1.2,1.1870588235294117,0,122.68852636182763,1.0,0.6363636363636362
